date,installed_capacity,supply_capacity,full_power
2011-04-03,78235,69094,52487
2011-04-04,78235,70202,60148
2011-04-05,78235,70846,59513
2011-04-06,78235,70353,59749
2011-04-07,78235,70371,61400
2011-04-08,78235,70394,58990
2011-04-09,78235,67462,54158
2011-04-10,78235,68164,51540
2011-04-11,78235,69198,59317
2011-04-12,78235,69198,58278
2011-04-13,78235,68429,58167
2011-04-14,78235,68393,58387
2011-04-15,78235,67364,58213
2011-04-16,78235,67878,53422
2011-04-17,78235,67772,51060
2011-04-18,78235,67501,60491
2011-04-19,78235,67578,59288
2011-04-20,78235,67043,57945
2011-04-21,78235,67028,58567
2011-04-22,78235,67001,60413
2011-04-23,78235,64282,54022
2011-04-24,78235,64752,51836
2011-04-25,78235,66395,58468
2011-04-26,78235,66406,60417
2011-04-27,78235,66431,58652
2011-04-28,78235,65890,58727
2011-04-29,78235,65899,57543
2011-04-30,78235,65897,53761
2011-05-01,78235,66695,49708
2011-05-02,78235,66006,56616
2011-05-03,78235,66710,57474
2011-05-04,78235,66963,57261
2011-05-05,78235,66350,53773
2011-05-06,78235,66530,56584
2011-05-07,78235,66544,53135
2011-05-08,78235,67561,48844
2011-05-09,78235,68605,57426
2011-05-10,78235,69457,54245
2011-05-11,78235,69157,58162
2011-05-12,78235,69013,57456
2011-05-13,78235,68985,56468
2011-05-14,78235,69266,52212
2011-05-15,78235,69873,49085
2011-05-16,78235,70143,56752
2011-05-17,78235,70020,56867
2011-05-18,78235,69354,57557
2011-05-19,78235,68105,58085
2011-05-20,78235,68361,59355
2011-05-21,78235,67581,54227
2011-05-22,78235,67407,49822
2011-05-23,78235,68011,57395
2011-05-24,78235,67793,58142
2011-05-25,78235,68265,58637
2011-05-26,78235,68446,58444
2011-05-27,78235,68208,58006
2011-05-28,78235,70985,53420
2011-05-29,78235,69468,50249
2011-05-30,78235,69839,59330
2011-05-31,78235,68944,58616
2011-06-01,78235,68377,57787
2011-06-02,78235,68374,58797
2011-06-03,78235,68377,58488
2011-06-04,78235,67685,53800
2011-06-05,78235,67407,49207
2011-06-06,78235,68242,53077
2011-06-07,78235,68021,60236
2011-06-08,78235,69302,61512
2011-06-09,78235,67859,60058
2011-06-10,78235,68962,61087
2011-06-11,78235,68200,56286
2011-06-12,78235,70549,51047
2011-06-13,78235,71219,61587
2011-06-14,78235,71870,62196
2011-06-15,78235,72132,63471
2011-06-16,78235,72225,64211
2011-06-17,78810,71950,63935
2011-06-18,78810,70863,57953
2011-06-19,78810,70342,52965
2011-06-20,78810,72091,66872
2011-06-21,78810,71625,66254
2011-06-22,78810,72673,64846
2011-06-23,78810,72782,65856
2011-06-24,78810,71770,63144
2011-06-25,78810,68077,56412
2011-06-26,78810,69847,50607
2011-06-27,78810,72760,60942
2011-06-28,78810,72656,64249
2011-06-29,78810,73677,64414
2011-06-30,78810,74689,65497
2011-07-01,78810,74834,66358
2011-07-02,78810,75716,59613
2011-07-03,78810,75657,53332
2011-07-04,78810,76423,64946
2011-07-05,78810,76671,66128
2011-07-06,78810,76671,65060
2011-07-07,78810,76071,64622
2011-07-08,78810,76081,64283
2011-07-09,78810,75275,58040
2011-07-10,78810,73915,53593
2011-07-11,78810,76889,64240
2011-07-12,78810,76134,65237
2011-07-13,78810,76806,66087
2011-07-14,78810,76839,66480
2011-07-15,78810,76353,67140
2011-07-16,78810,76984,61028
2011-07-17,78810,76350,56518
2011-07-18,78810,78838,70956
2011-07-19,78810,78838,71393
2011-07-20,78810,78722,70350
2011-07-21,78810,78922,69173
2011-07-22,78810,78922,66105
2011-07-23,78810,78318,61339
2011-07-24,78810,78108,55435
2011-07-25,78810,78540,67965
2011-07-26,78810,78580,68964
2011-07-27,78810,78580,67464
2011-07-28,78810,78483,67942
2011-07-29,78810,77715,68254
2011-07-30,78810,76406,58439
2011-07-31,78810,77452,54326
2011-08-01,78810,77404,57942
2011-08-02,78810,78232,59257
2011-08-03,78810,78120,61244
2011-08-04,78810,78120,65124
2011-08-05,78810,78305,67951
2011-08-06,78810,77357,61767
2011-08-07,78810,77702,57003
2011-08-08,78810,77768,66784
2011-08-09,78810,78340,67523
2011-08-10,78810,78580,67776
2011-08-11,78810,78580,69587
2011-08-12,78810,78580,68112
2011-08-13,78810,78580,60927
2011-08-14,78810,78497,55352
2011-08-15,79246,78497,59826
2011-08-16,79246,78497,68649
2011-08-17,79246,78367,67645
2011-08-18,79246,78297,67527
2011-08-19,79246,78497,65828
2011-08-20,79246,78297,57322
2011-08-21,79246,77977,53116
2011-08-22,79246,77820,64261
2011-08-23,79246,77977,63587
2011-08-24,79246,77907,63959
2011-08-25,79246,78340,65285
2011-08-26,79246,78299,66214
2011-08-27,79246,77880,60944
2011-08-28,79246,77616,57034
2011-08-29,79246,77409,70767
2011-08-30,79246,77609,71745
2011-08-31,79246,77636,72194
2011-09-01,79246,77135,70529
2011-09-02,79246,76885,71061
2011-09-03,78813,74446,61977
2011-09-04,78813,74517,54861
2011-09-05,78813,75673,66594
2011-09-06,78813,75435,66278
2011-09-07,78813,75309,64990
2011-09-08,78813,75421,64524
2011-09-09,78813,74525,62293
2011-09-10,78813,72300,51803
2011-09-11,78813,72602,45021
2011-09-12,78813,71797,42993
2011-09-13,78813,72425,48043
2011-09-14,78813,70135,58754
2011-09-15,78813,70622,67281
2011-09-16,78813,70811,67405
2011-09-17,78813,69489,62936
2011-09-18,78813,70022,52738
2011-09-19,78813,70624,59227
2011-09-20,78813,70317,59172
2011-09-21,78813,70175,58737
2011-09-22,78813,70786,59707
2011-09-23,78813,69907,59500
2011-09-24,78813,67993,54366
2011-09-25,78813,68698,51479
2011-09-26,78813,70085,60018
2011-09-27,78813,70085,61003
2011-09-28,78813,69942,59963
2011-09-29,78813,69558,60274
2011-09-30,78813,70389,57516
2011-10-01,78813,69755,52404
2011-10-02,78813,68207,49454
2011-10-03,78813,69938,53024
2011-10-04,78813,70880,59282
2011-10-05,78813,71323,59182
2011-10-06,78813,70922,60086
2011-10-07,78813,69673,59674
2011-10-08,78813,67923,53737
2011-10-09,78813,67647,50842
2011-10-10,78813,70164,60712
2011-10-11,78813,69354,60691
2011-10-12,78813,69499,60476
2011-10-13,78813,69436,60907
2011-10-14,78813,69937,60044
2011-10-15,78813,69893,53962
2011-10-16,78813,67909,50957
2011-10-17,78813,70421,61107
2011-10-18,78813,71029,61448
2011-10-19,78813,71075,60644
2011-10-20,78813,71075,61343
2011-10-21,78813,71264,60554
2011-10-22,78813,70165,54621
2011-10-23,78813,69284,51428
2011-10-24,78813,71308,61578
2011-10-25,78813,71261,62575
2011-10-26,78813,71077,61599
2011-10-27,78813,70758,61921
2011-10-28,78813,70804,60753
2011-10-29,78813,68125,55053
2011-10-30,78813,67857,51704
2011-10-31,79213,71995,60913
2011-11-01,79213,71945,60289
2011-11-02,79213,72063,60192
2011-11-03,79213,72140,60915
2011-11-04,79213,70597,60326
2011-11-05,79213,68640,54200
2011-11-06,79213,70613,51533
2011-11-07,79213,72931,60708
2011-11-08,79213,72364,61174
2011-11-09,79213,72781,60409
2011-11-10,79213,73870,61125
2011-11-11,79213,74649,60197
2011-11-12,79213,73259,54054
2011-11-13,79213,74064,52104
2011-11-14,79213,75331,62271
2011-11-15,79213,75560,62550
2011-11-16,79213,75005,61292
2011-11-17,79213,75098,62286
2011-11-18,79213,75094,61210
2011-11-19,79213,72269,55031
2011-11-20,79213,73469,54654
2011-11-21,79213,75221,65357
2011-11-22,79213,74856,65709
2011-11-23,79213,76153,66818
2011-11-24,79213,75460,67554
2011-11-25,79213,75040,66512
2011-11-26,79213,72069,58814
2011-11-27,79213,72207,54280
2011-11-28,79213,74543,62210
2011-11-29,79213,75656,63079
2011-11-30,79213,77072,64892
2011-12-01,79213,76409,65542
2011-12-02,79213,76908,65139
2011-12-03,79213,74497,57807
2011-12-04,79213,75204,55878
2011-12-05,79213,77270,67115
2011-12-06,79213,77572,67180
2011-12-07,79213,77449,66500
2011-12-08,79213,76779,68671
2011-12-09,79213,76942,69410
2011-12-10,79213,75643,61464
2011-12-11,79213,76271,57849
2011-12-12,79213,77133,67595
2011-12-13,79213,77518,69017
2011-12-14,79213,75231,68985
2011-12-15,79342,75863,68667
2011-12-16,79342,76723,69899
2011-12-17,79342,75751,64187
2011-12-18,79342,76394,60134
2011-12-19,79342,77097,71145
2011-12-20,79342,78095,71573
2011-12-21,79342,78469,70090
2011-12-22,79342,79063,70990
2011-12-23,79342,79663,71886
2011-12-24,79342,79009,63489
2011-12-25,79342,77224,60765
2011-12-26,79342,79440,72128
2011-12-27,79342,79705,72554
2011-12-28,79342,79813,71482
2011-12-29,79342,80094,68986
2011-12-30,79342,80044,68524
2011-12-31,79342,79891,60312
2012-01-01,79342,78281,58124
2012-01-02,79342,78563,69015
2012-01-03,79342,78653,71631
2012-01-04,79342,78969,72865
2012-01-05,79342,79061,72199
2012-01-06,79342,78897,72552
2012-01-07,79342,77924,64570
2012-01-08,79342,78074,61089
2012-01-09,79342,78728,71646
2012-01-10,79342,78816,71620
2012-01-11,79342,79069,72453
2012-01-12,79342,78388,71980
2012-01-13,79342,78157,71893
2012-01-14,79342,77885,63746
2012-01-15,79342,78840,60377
2012-01-16,79342,78635,71422
2012-01-17,79342,78532,69998
2012-01-18,79342,78992,69874
2012-01-19,79342,78219,69189
2012-01-20,79342,78701,66299
2012-01-21,79342,77702,58618
2012-01-22,79342,75962,54550
2012-01-23,79342,77051,53318
2012-01-24,79342,77254,56051
2012-01-25,79342,78691,63424
2012-01-26,79342,79444,70451
2012-01-27,79342,79229,71023
2012-01-28,79342,78278,63016
2012-01-29,79342,78744,60436
2012-01-30,79342,79502,71609
2012-01-31,79342,79358,72308
2012-02-01,79342,79433,72012
2012-02-02,79342,79505,73833
2012-02-03,79342,79449,73040
2012-02-04,79342,77440,65486
2012-02-05,79342,77110,61327
2012-02-06,79342,78517,72008
2012-02-07,79342,79034,73098
2012-02-08,79342,79594,73131
2012-02-09,79342,78802,72432
2012-02-10,79342,78845,72535
2012-02-11,79342,78199,64071
2012-02-12,79342,77513,60365
2012-02-13,79342,77402,71147
2012-02-14,79342,77780,70253
2012-02-15,79342,77973,69690
2012-02-16,79342,78080,69414
2012-02-17,79342,77791,70987
2012-02-18,79342,77710,64121
2012-02-19,79342,77627,60733
2012-02-20,79342,77591,70433
2012-02-21,79342,77532,70066
2012-02-22,79342,77978,68837
2012-02-23,79342,77384,66267
2012-02-24,79342,77736,66140
2012-02-25,79342,76126,60731
2012-02-26,79342,73833,58687
2012-02-27,79342,75408,68116
2012-02-28,79342,76552,69091
2012-02-29,79342,75066,66910
2012-03-01,79342,74921,59676
2012-03-02,79342,74949,65461
2012-03-03,79342,73369,57884
2012-03-04,79342,73226,55923
2012-03-05,79342,74085,67475
2012-03-06,79342,73986,68119
2012-03-07,79648,74302,67480
2012-03-08,79648,74527,67407
2012-03-09,79648,73878,67403
2012-03-10,79648,71155,59193
2012-03-11,79648,72420,58214
2012-03-12,79648,75420,69180
2012-03-13,79648,74651,67944
2012-03-14,79648,73918,67941
2012-03-15,79648,73696,66662
2012-03-16,79648,73753,65949
2012-03-17,79648,69509,58487
2012-03-18,79648,69438,55516
2012-03-19,79648,72879,65929
2012-03-20,79648,72901,65917
2012-03-21,79648,73008,65554
2012-03-22,79648,72030,66314
2012-03-23,79648,72152,65916
2012-03-24,79648,70539,58455
2012-03-25,79648,70747,55600
2012-03-26,79648,71863,65406
2012-03-27,79648,71373,64132
2012-03-28,79648,71122,62671
2012-03-29,79648,70777,61505
2012-03-30,79648,69940,62686
2012-03-31,79648,68874,55993
2012-04-01,79432,68340,53824
2012-04-02,79432,69866,62058
2012-04-03,79432,69474,64390
2012-04-04,79432,69319,62455
2012-04-05,79432,69374,61447
2012-04-06,79432,69404,61955
2012-04-07,79432,66934,56470
2012-04-08,79432,66356,52545
2012-04-09,79432,67012,59632
2012-04-10,79432,66938,60615
2012-04-11,79432,67406,57192
2012-04-12,79432,67787,60318
2012-04-13,79432,67398,59998
2012-04-14,79432,65061,54323
2012-04-15,79432,63956,51032
2012-04-16,79432,65870,59317
2012-04-17,79432,66163,59495
2012-04-18,79432,65974,58531
2012-04-19,79432,66638,59736
2012-04-20,79432,66515,58827
2012-04-21,79432,62424,56020
2012-04-22,79432,62827,51897
2012-04-23,79432,65692,59092
2012-04-24,79432,64662,57954
2012-04-25,79432,65664,60184
2012-04-26,79432,66414,58571
2012-04-27,79432,66367,57420
2012-04-28,79432,65313,52289
2012-04-29,79432,63015,50060
2012-04-30,79432,63614,57303
2012-05-01,79432,63986,53469
2012-05-02,79432,63419,59194
2012-05-03,79432,64136,58681
2012-05-04,79432,64206,58254
2012-05-05,79732,62753,51023
2012-05-06,79432,63838,49265
2012-05-07,79432,64703,58783
2012-05-08,79432,64388,59726
2012-05-09,79432,64450,59180
2012-05-10,79432,64651,59469
2012-05-11,79432,65776,59389
2012-05-12,79432,63333,53474
2012-05-13,79432,64424,50870
2012-05-14,79432,65847,60105
2012-05-15,79432,65684,59545
2012-05-16,79432,65950,59297
2012-05-17,79432,65656,59354
2012-05-18,79432,64337,58805
2012-05-19,79432,62762,54050
2012-05-20,79432,63140,51396
2012-05-21,79432,64425,59738
2012-05-22,79432,65600,60915
2012-05-23,79432,65529,61029
2012-05-24,79432,65855,60583
2012-05-25,79432,66444,60262
2012-05-26,79432,61720,54131
2012-05-27,79432,61403,50165
2012-05-28,79432,64073,53876
2012-05-29,79432,65095,60116
2012-05-30,79432,65883,60395
2012-05-31,79432,65160,60991
2012-06-01,79432,65095,60411
2012-06-02,79432,62226,56122
2012-06-03,79432,64378,51865
2012-06-04,79432,66931,62206
2012-06-05,79432,67117,62958
2012-06-06,79432,66085,59139
2012-06-07,79432,66781,63340
2012-06-08,79432,67317,62556
2012-06-09,79432,64763,57383
2012-06-10,79432,65838,52788
2012-06-11,79432,68520,63222
2012-06-12,79432,68713,64506
2012-06-13,79432,69132,63780
2012-06-14,79432,69561,64546
2012-06-15,79432,69375,63990
2012-06-16,79432,67250,58330
2012-06-17,79432,67228,53298
2012-06-18,79432,70254,66205
2012-06-19,79432,71275,66982
2012-06-20,79432,72235,67009
2012-06-21,79552,72375,66934
2012-06-22,79522,71963,66429
2012-06-23,79552,71000,60035
2012-06-24,79552,69137,54183
2012-06-25,79552,71940,66791
2012-06-26,79552,72099,65382
2012-06-27,79552,72026,65558
2012-06-28,79552,72179,65842
2012-06-29,79552,71823,67390
2012-06-30,79552,68268,59230
2012-07-01,79552,70096,53160
2012-07-02,79552,71481,65642
2012-07-03,79552,71681,66433
2012-07-04,79552,72449,67858
2012-07-05,79552,72318,66378
2012-07-06,79552,72385,65582
2012-07-07,79552,72062,57899
2012-07-08,79552,71963,54057
2012-07-09,79552,73081,68751
2012-07-10,79552,73993,67961
2012-07-11,79552,74840,67862
2012-07-12,79552,74438,67740
2012-07-13,79552,74574,68543
2012-07-14,79552,74192,59922
2012-07-15,79552,75134,53714
2012-07-16,79552,74560,64442
2012-07-17,79552,74690,66197
2012-07-18,79552,74931,68952
2012-07-19,79552,75113,67871
2012-07-20,79552,75402,69021
2012-07-21,80552,73351,62512
2012-07-22,80552,75206,57900
2012-07-23,80552,77246,72595
2012-07-24,80552,77324,72913
2012-07-25,80552,76906,72784
2012-07-26,80552,77179,72630
2012-07-27,80552,77563,72704
2012-07-28,80552,74416,64680
2012-07-29,80552,75769,60779
2012-07-30,80552,76478,69856
2012-07-31,80552,75927,70763
2012-08-01,81552,75173,68525
2012-08-02,81552,75004,67314
2012-08-03,81552,74686,66851
2012-08-04,81552,73708,62279
2012-08-05,81552,75498,63236
2012-08-06,81552,77082,74291
2012-08-07,81552,76904,73653
2012-08-08,81552,76698,72497
2012-08-09,81552,77093,72940
2012-08-10,81552,77039,70288
2012-08-11,81552,76149,63524
2012-08-12,81552,77839,57960
2012-08-13,81552,77637,69090
2012-08-14,81552,77574,69018
2012-08-15,81552,77711,62387
2012-08-16,81552,77836,69481
2012-08-17,81552,77897,71135
2012-08-18,81552,76976,63768
2012-08-19,81552,76612,59360
2012-08-20,81552,76651,71059
2012-08-21,81552,76855,70992
2012-08-22,81552,77145,66037
2012-08-23,81552,76985,64960
2012-08-24,81552,76974,63708
2012-08-25,81552,75261,60599
2012-08-26,81552,76491,58068
2012-08-27,81552,76474,71046
2012-08-28,81552,74527,65715
2012-08-29,81552,77459,68780
2012-08-30,81552,77862,65840
2012-08-31,81552,78223,64788
2012-09-01,81552,75717,58196
2012-09-02,81552,76153,54602
2012-09-03,81552,77111,67693
2012-09-04,81552,77257,66324
2012-09-05,81552,77917,65566
2012-09-06,81552,77408,64096
2012-09-07,81552,77329,64860
2012-09-08,81552,76753,56953
2012-09-09,81552,76663,52607
2012-09-10,81552,76532,63382
2012-09-11,81552,77054,63690
2012-09-12,81552,77114,63598
2012-09-13,81552,77646,63730
2012-09-14,81552,77768,61461
2012-09-15,81552,76303,55814
2012-09-16,81552,74634,52053
2012-09-17,81552,73895,60517
2012-09-18,81552,74227,61632
2012-09-19,81552,75065,61552
2012-09-20,81552,74582,61933
2012-09-21,81552,74498,61504
2012-09-22,81552,72877,56074
2012-09-23,81552,72877,52648
2012-09-24,81552,71787,61955
2012-09-25,81552,71943,61999
2012-09-26,81552,72410,61849
2012-09-27,81552,71552,60988
2012-09-28,81552,72886,58686
2012-09-29,81552,68404,46048
2012-09-30,81552,68556,41302
2012-10-01,81552,68348,44079
2012-10-02,81552,62826,48778
2012-10-03,81552,63062,51925
2012-10-04,81552,66919,56549
2012-10-05,81552,67403,60138
2012-10-06,81552,65306,55401
2012-10-07,81552,65990,51457
2012-10-08,81593,66529,60359
2012-10-09,81593,66972,60972
2012-10-10,81593,66316,60099
2012-10-11,81593,67032,61169
2012-10-12,81593,67130,59780
2012-10-13,81593,63758,53632
2012-10-14,81593,65570,50815
2012-10-15,81593,66468,60196
2012-10-16,81593,67066,60814
2012-10-17,81593,67174,60257
2012-10-18,81593,66903,61039
2012-10-19,81593,68304,60020
2012-10-20,81593,67401,54174
2012-10-21,81593,66967,51456
2012-10-22,81593,67074,61429
2012-10-23,81593,68349,61622
2012-10-24,81593,69151,60965
2012-10-25,81593,68204,61308
2012-10-26,81593,68640,60371
2012-10-27,81593,66361,55277
2012-10-28,81593,64697,51516
2012-10-29,81593,66707,61144
2012-10-30,81593,66709,61165
2012-10-31,81593,67910,61481
2012-11-01,81738,68793,62758
2012-11-02,81738,70266,61775
2012-11-03,81738,67065,55191
2012-11-04,81738,67051,53038
2012-11-05,81738,68966,63267
2012-11-06,81738,68811,63871
2012-11-07,81738,69335,62448
2012-11-08,81738,69457,63379
2012-11-09,81738,68895,62933
2012-11-10,81738,68618,55606
2012-11-11,81738,68641,54242
2012-11-12,81738,70630,63856
2012-11-13,81738,70894,65071
2012-11-14,81738,71352,65597
2012-11-15,81738,71947,65600
2012-11-16,81738,72320,65817
2012-11-17,81738,69249,58325
2012-11-18,81738,70125,55874
2012-11-19,81738,72035,66846
2012-11-20,81738,72205,67338
2012-11-21,81738,72514,67861
2012-11-22,81738,72661,66803
2012-11-23,81738,72880,66568
2012-11-24,81738,71305,59203
2012-11-25,81738,72643,56021
2012-11-26,81738,74242,68602
2012-11-27,81738,74737,68958
2012-11-28,81738,74423,68297
2012-11-29,81738,75940,69062
2012-11-30,81738,75686,68779
2012-12-01,81806,71837,60745
2012-12-02,81806,73052,57401
2012-12-03,81806,75410,70771
2012-12-04,81806,76647,71774
2012-12-05,81806,77353,72502
2012-12-06,81806,77176,72744
2012-12-07,81806,77087,73291
2012-12-08,81806,75673,64826
2012-12-09,81806,76236,62638
2012-12-10,81806,78748,74269
2012-12-11,81806,77785,74052
2012-12-12,81806,77915,73890
2012-12-13,81806,78018,73244
2012-12-14,81806,78112,73928
2012-12-15,81806,74497,63513
2012-12-16,81806,74541,59375
2012-12-17,81806,77109,72407
2012-12-18,81806,79723,75172
2012-12-19,81806,77914,67769
2012-12-20,81806,79540,75154
2012-12-21,81806,79337,74947
2012-12-22,81806,75680,64515
2012-12-23,81806,77136,63306
2012-12-24,81806,79445,74300
2012-12-25,81806,78589,65874
2012-12-26,81806,79972,75987
2012-12-27,81806,79560,75105
2012-12-28,81806,78431,73073
2012-12-29,81806,74180,63609
2012-12-30,81806,76403,61819
2012-12-31,81806,78269,65266
2013-01-01,82296,76730,60178
2013-01-02,82296,80125,73387
2013-01-03,82296,80713,76522
2013-01-04,82296,80843,76375
2013-01-05,82296,80620,68053
2013-01-06,82296,80965,64147
2013-01-07,82296,80129,75383
2013-01-08,82296,80944,75220
2013-01-09,82296,81318,75609
2013-01-10,82296,81360,75570
2013-01-11,82296,81220,75583
2013-01-12,82296,78759,65458
2013-01-13,82296,78708,61334
2013-01-14,82296,80296,72869
2013-01-15,82296,80545,73364
2013-01-16,82296,80558,72808
2013-01-17,82296,81332,73613
2013-01-18,82296,80077,74135
2013-01-19,82296,79390,64737
2013-01-20,82296,78117,61013
2013-01-21,82296,80040,71696
2013-01-22,82296,78867,70439
2013-01-23,82296,79568,70555
2013-01-24,82296,80037,70895
2013-01-25,82296,80578,73340
2013-01-26,82296,79541,66011
2013-01-27,82296,77344,63092
2013-01-28,82296,79415,73589
2013-01-29,82296,80537,72309
2013-01-30,82296,79606,70366
2013-01-31,82296,79320,69136
2013-02-01,82296,78642,67350
2013-02-02,82296,75023,62234
2013-02-03,82296,76538,60333
2013-02-04,82296,78475,70352
2013-02-05,82296,78931,72515
2013-02-06,82296,79022,70985
2013-02-07,82296,79338,73964
2013-02-08,82296,79482,74196
2013-02-09,82296,76723,62468
