season,month,day,installed_capacity,full_power,average_temperature,highest_temperature,lowest_temperature,precipitation,average_wind_speed,max_wind_speed,average_humidity,lowest_humidity
Spring,5,9,60994,44072,13.3,17.6,9.0,0.0,3.1,7.0,56.0,33.0
Spring,5,10,60994,44107,14.2,19.3,9.0,0.0,2.2,5.0,45.9,18.0
Spring,5,11,60994,44392,13.7,16.1,12.1,1.5,1.7,6.2,58.8,38.0
Spring,5,12,60994,44421,14.1,19.6,11.6,1.0,2.1,5.2,72.6,39.0
Spring,5,13,60994,43561,16.6,23.3,10.1,0.0,2.3,5.1,55.8,25.0
Spring,5,14,60994,40994,16.7,20.7,13.3,0.0,2.5,5.5,65.4,46.0
Spring,5,15,60994,38025,18.6,25.7,12.5,0.0,1.9,4.3,58.6,23.0
Spring,5,16,60994,43583,19.6,25.3,14.3,0.0,1.8,4.5,55.3,28.0
Spring,5,17,60994,43981,19.4,23.6,16.0,26.5,2.1,3.7,66.1,40.0
Spring,5,18,60994,43802,15.4,19.6,11.8,25.0,3.8,9.3,83.6,57.0
Spring,5,19,60994,43532,17.2,23.0,11.8,0.0,2.6,5.2,60.1,30.0
Spring,5,20,60994,43119,18.5,24.5,12.8,0.0,2.4,6.1,49.1,21.0
Spring,5,21,60994,40514,17.7,22.8,13.6,0.0,2.1,4.3,42.0,19.0
Spring,5,22,60994,38470,15.9,18.5,14.6,1.5,1.4,3.4,59.0,34.0
Spring,5,23,60994,43763,16.1,20.1,13.1,0.0,3.1,6.0,65.4,42.0
Spring,5,24,60994,43810,17.6,23.5,12.3,0.0,2.0,3.9,59.0,32.0
Spring,5,25,60994,43624,18.5,24.0,12.6,0.0,2.6,6.0,58.5,31.0
Spring,5,26,60994,44300,19.3,25.0,15.3,0.0,3.4,6.2,60.1,33.0
Spring,5,27,60994,43871,20.7,27.7,14.6,0.0,2.1,4.9,52.3,20.0
Spring,5,28,60994,40962,22.0,28.2,15.8,0.0,1.7,4.1,46.4,21.0
Spring,5,29,60994,38225,23.7,30.2,17.1,0.0,1.7,3.7,45.4,19.0
Spring,5,30,60994,44006,21.5,26.7,18.0,0.0,2.6,4.8,44.1,23.0
Spring,5,31,60994,44049,21.0,26.6,15.8,0.0,2.1,4.3,35.1,19.0
Summer,6,1,60994,43446,19.8,24.2,15.5,2.5,2.4,5.8,58.1,31.0
Summer,6,2,60994,43468,19.1,22.2,17.6,0.5,2.4,4.8,77.8,57.0
Summer,6,3,60994,43743,18.0,22.6,15.6,0.0,2.8,5.0,74.8,49.0
Summer,6,4,60994,40480,19.5,23.6,15.8,0.0,1.7,4.3,72.1,47.0
Summer,6,5,60994,36940,22.8,29.1,16.0,0.0,2.1,5.0,52.9,32.0
Summer,6,6,60994,40088,22.2,27.1,18.2,0.0,1.8,4.0,57.4,34.0
Summer,6,7,60994,44433,21.7,25.1,18.3,0.0,1.3,3.9,60.1,39.0
Summer,6,8,60994,46046,23.0,27.7,18.3,0.0,2.0,4.7,58.4,41.0
Summer,6,9,60994,46315,23.6,28.0,18.6,0.0,1.7,3.4,60.4,37.0
Summer,6,10,60994,43949,19.1,23.1,18.0,13.5,2.0,4.3,86.0,67.0
Summer,6,11,60994,41569,21.0,26.8,16.6,0.0,2.4,6.2,69.3,43.0
Summer,6,12,60994,38490,21.8,27.5,17.5,0.0,2.6,4.8,69.1,41.0
Summer,6,13,60994,46823,24.8,31.3,18.7,0.0,1.7,3.5,61.5,28.0
Summer,6,14,60994,47528,24.1,31.8,20.3,3.0,2.5,6.8,61.1,26.0
Summer,6,15,60994,45572,21.2,24.3,19.0,0.5,2.9,4.5,67.8,49.0
Summer,6,16,60994,45891,21.2,25.2,17.8,0.0,2.4,4.3,68.6,47.0
Summer,6,17,60994,46173,22.5,26.3,19.7,1.5,3.1,5.5,69.8,41.0
Summer,6,18,60994,43198,23.1,27.2,20.6,0.0,2.2,4.7,69.0,46.0
Summer,6,19,60994,38832,23.6,29.3,19.7,0.0,1.9,4.5,66.0,34.0
Summer,6,21,60994,48473,24.5,29.1,22.0,0.0,2.8,4.8,67.1,45.0
Summer,6,22,60994,48917,24.1,29.2,21.0,0.0,2.9,5.4,68.6,43.0
Summer,6,23,60994,49956,24.4,30.8,20.7,0.0,2.6,5.8,67.1,39.0
Summer,6,24,60994,50603,25.9,32.0,21.2,0.0,2.2,4.1,64.3,37.0
Summer,6,25,60994,46104,25.4,29.2,22.2,0.0,1.9,3.8,66.1,47.0
Summer,6,26,60994,40851,24.7,29.1,21.1,95.5,1.6,5.4,75.0,55.0
Summer,6,27,60994,48664,22.7,24.2,20.7,37.0,4.6,8.8,89.4,84.0
Summer,6,28,60994,48314,23.8,28.0,20.5,0.0,2.5,5.1,72.1,51.0
Summer,6,29,60994,48559,22.8,24.3,21.7,13.5,2.8,6.4,89.6,78.0
Summer,6,30,61539,50343,25.7,31.1,22.3,1.0,2.8,5.7,80.4,51.0
Summer,7,1,61737,46720,23.8,26.5,21.6,55.0,2.2,7.8,85.0,63.0
Summer,7,2,61737,43218,23.9,26.1,22.8,1.0,2.0,4.9,88.3,76.0
Summer,7,3,61737,38646,21.5,23.5,20.2,17.5,2.1,4.8,91.9,88.0
Summer,7,4,61737,47063,24.2,28.8,20.0,0.0,2.1,5.2,71.4,46.0
Summer,7,5,61737,46511,23.1,26.3,21.6,0.0,3.2,6.3,80.8,63.0
Summer,7,6,61737,48473,24.6,29.0,22.1,0.0,2.5,5.3,73.6,44.0
Summer,7,7,61737,48010,24.1,28.5,22.1,8.5,2.7,4.5,73.4,54.0
Summer,7,8,61737,48156,25.1,29.1,22.1,11.0,2.2,4.2,72.6,53.0
Summer,7,9,61737,42719,22.4,23.7,21.3,40.0,1.8,3.7,88.3,79.0
Summer,7,10,61737,39361,23.7,26.2,20.6,0.0,1.4,3.5,77.8,64.0
Summer,7,11,61737,44711,20.7,23.3,19.5,15.5,2.9,5.5,87.3,78.0
Summer,7,12,61737,46354,23.1,27.0,18.3,0.0,1.7,4.1,70.1,54.0
Summer,7,13,61737,47016,23.3,26.1,21.8,1.5,2.5,5.6,79.1,67.0
Summer,7,14,61737,49010,25.0,29.6,22.1,0.0,2.3,4.9,71.0,48.0
Summer,7,15,61737,50200,25.8,30.1,22.0,0.0,1.5,4.2,71.5,53.0
Summer,7,16,61737,46072,26.0,29.1,24.2,0.0,2.3,4.2,75.3,61.0
Summer,7,17,61737,41595,24.8,26.3,23.5,0.2,1.8,5.2,79.4,73.0
Summer,7,18,61737,51624,26.4,31.2,23.5,0.0,2.3,5.2,74.3,52.0
Summer,7,19,61737,50965,26.5,30.7,23.3,0.0,2.0,3.7,75.8,55.0
Summer,7,20,61737,52112,27.0,31.7,23.8,0.0,2.2,4.2,73.9,52.0
Summer,7,21,61737,52725,27.1,32.5,23.7,0.0,2.3,5.0,72.4,53.0
Summer,7,22,61737,53712,29.1,34.2,24.3,0.0,1.8,4.1,67.4,50.0
Summer,7,23,61737,50239,30.2,33.9,26.2,0.0,1.7,3.8,67.8,51.0
Summer,7,24,61737,44052,29.2,33.5,27.0,3.0,1.6,3.9,70.5,50.0
Summer,7,25,61737,52230,27.8,30.8,25.7,0.0,1.9,3.7,70.8,57.0
Summer,7,26,61737,52288,27.6,32.2,24.1,0.0,2.4,5.4,68.4,45.0
Summer,7,27,61737,51903,27.0,29.6,24.7,0.2,3.2,5.7,72.5,61.0
Summer,7,28,61737,49576,23.1,26.0,20.8,115.0,2.5,8.0,89.9,79.0
Summer,7,29,61737,49939,25.4,28.5,22.2,0.0,3.0,4.8,76.9,57.0
Summer,7,30,61737,44218,26.1,29.5,24.3,0.0,2.8,5.4,77.6,58.0
Summer,7,31,61737,41304,26.9,30.2,23.0,1.0,1.4,3.8,71.6,53.0
Summer,8,1,61737,43417,25.3,27.0,23.2,26.5,3.2,5.9,84.0,73.0
Summer,8,2,61737,44052,26.3,29.1,24.1,0.5,2.5,5.4,80.0,65.0
Summer,8,3,61737,44195,24.8,27.7,23.6,19.0,1.9,4.1,86.8,68.0
Summer,8,4,61737,49045,28.5,32.5,24.3,0.0,2.6,6.3,70.0,53.0
Summer,8,5,61737,51145,29.3,34.2,25.5,0.0,1.8,4.4,69.9,47.0
Summer,8,6,61737,48041,29.0,35.0,25.8,0.5,1.9,6.3,68.9,38.0
Summer,8,7,61737,43036,26.9,30.1,24.3,0.0,2.1,3.4,72.4,58.0
Summer,8,8,61737,49468,26.2,30.2,23.7,16.0,2.8,4.6,79.5,62.0
Summer,8,9,61737,50618,26.4,29.5,24.3,15.0,4.5,8.2,75.5,59.0
Summer,8,10,61737,50228,25.1,28.2,23.5,57.5,2.2,5.9,86.0,72.0
Summer,8,11,61737,49596,25.2,27.5,23.2,25.0,2.8,7.0,85.0,72.0
Summer,8,12,61737,50419,26.0,26.8,24.6,1.0,3.2,5.1,84.9,80.0
Summer,8,13,61737,47490,27.2,30.1,25.1,0.5,2.8,5.4,77.8,63.0
Summer,8,14,61737,43033,27.3,31.1,25.2,0.0,2.8,5.7,74.9,54.0
Summer,8,15,61737,45678,27.2,31.3,25.0,0.5,2.3,3.9,79.0,56.0
Summer,8,16,61737,53601,28.3,33.0,25.2,0.0,2.1,3.7,74.4,47.0
Summer,8,17,61737,54631,28.1,32.4,25.3,4.5,1.8,4.3,74.0,58.0
Summer,8,18,61737,52747,25.5,30.0,22.7,8.0,2.0,4.1,80.5,58.0
Summer,8,19,61737,49558,21.6,22.7,20.0,6.5,3.0,6.6,84.1,75.0
Summer,8,20,61737,43183,23.2,28.2,19.3,0.5,3.4,6.0,65.4,49.0
Summer,8,21,61737,39680,24.1,28.2,20.5,0.0,3.0,5.0,60.9,47.0
Summer,8,22,61737,47123,23.1,26.0,20.7,0.0,2.9,4.5,69.0,56.0
Summer,8,23,61737,47458,24.1,29.2,19.1,0.0,3.1,5.2,47.0,30.0
Summer,8,24,61737,45508,20.6,23.6,16.5,39.5,4.5,6.5,61.6,46.0
Summer,8,25,61737,45989,17.6,18.6,16.7,38.5,3.2,5.7,93.0,89.0
Summer,8,26,61737,46025,21.2,25.3,16.7,0.0,2.3,5.3,76.4,55.0
Summer,8,27,61737,43196,23.6,27.8,21.0,0.0,2.3,4.4,73.4,50.0
Summer,8,28,61737,40011,22.9,27.3,20.2,25.5,1.9,4.1,81.8,56.0
Summer,8,29,61737,48934,24.6,29.0,21.7,0.0,1.8,4.0,73.8,49.0
Summer,8,30,61737,48676,24.1,28.0,22.0,0.0,1.7,3.9,76.8,56.0
Summer,8,31,61737,49865,25.6,31.2,20.0,0.0,1.3,3.4,69.6,45.0
Autumn,9,1,61737,52752,26.8,30.2,25.3,0.1,3.2,6.6,73.1,58.0
Autumn,9,2,61737,52052,25.2,27.7,23.2,0.5,2.7,4.7,78.4,62.0
Autumn,9,3,61737,45178,23.7,27.3,21.6,0.0,1.7,4.4,68.5,36.0
Autumn,9,4,61737,39059,22.5,26.0,20.2,0.0,3.9,5.6,62.8,49.0
Autumn,9,5,61737,46476,22.4,27.3,18.2,0.0,4.4,6.9,48.4,36.0
Autumn,9,6,61737,45112,21.9,25.7,19.2,0.0,4.9,8.4,53.0,43.0
Autumn,9,7,61737,47953,23.3,27.8,18.8,0.0,2.1,4.5,60.0,43.0
Autumn,9,8,61737,48754,24.4,28.7,19.7,0.0,1.8,3.3,66.4,44.0
Autumn,9,9,61737,47653,22.6,23.7,21.6,2.5,1.9,3.7,80.1,70.0
Autumn,9,10,61737,45088,24.1,28.2,20.0,0.0,1.6,2.9,73.5,55.0
Autumn,9,11,61737,42384,26.3,30.8,21.6,0.0,1.6,3.2,65.6,42.0
Autumn,9,12,61737,51162,25.8,29.0,22.7,0.1,1.3,3.1,67.9,51.0
Autumn,9,13,61737,49152,20.5,24.6,16.7,90.5,3.6,6.9,84.8,66.0
Autumn,9,14,61737,47388,20.2,25.0,16.2,0.0,1.6,4.0,71.8,49.0
Autumn,9,15,61737,46901,21.4,26.7,16.5,0.0,2.1,4.0,60.4,37.0
Autumn,9,16,61737,44251,22.8,26.6,18.7,0.0,2.1,3.7,62.5,49.0
Autumn,9,17,61737,34880,22.5,23.7,21.1,74.0,2.8,6.5,85.9,64.0
Autumn,9,18,61737,31214,22.8,27.2,20.2,0.5,1.7,3.8,79.5,53.0
Autumn,9,19,61737,33350,20.1,22.2,18.3,0.0,1.4,5.4,79.5,60.0
Autumn,9,20,61737,40105,20.1,23.5,16.0,0.1,1.4,3.9,71.6,51.0
Autumn,9,21,61737,43757,15.9,20.7,13.8,40.0,3.8,5.8,86.6,64.0
Autumn,9,22,61737,45194,17.1,19.0,14.8,0.5,1.7,3.9,86.8,76.0
Autumn,9,23,61737,45643,20.1,23.2,16.6,0.0,1.8,3.6,72.1,55.0
Autumn,9,24,61737,42017,20.9,25.7,17.1,0.0,2.4,4.5,65.5,44.0
Autumn,9,25,61737,38327,20.5,24.7,16.6,0.0,2.1,4.0,66.3,44.0
Autumn,9,26,61737,45914,21.0,25.6,17.5,0.0,1.4,3.0,65.8,41.0
Autumn,9,27,61737,46012,21.0,26.1,17.8,0.0,1.5,3.6,66.5,33.0
Autumn,9,28,61737,45383,20.8,26.5,16.3,0.0,1.4,2.9,63.5,32.0
Autumn,9,29,61737,45851,20.8,25.2,15.8,0.0,1.9,3.6,58.9,30.0
Autumn,9,30,61737,45574,17.7,21.2,16.0,104.5,2.3,5.3,90.9,52.0
Autumn,10,1,62241,41891,20.1,21.6,18.8,14.5,0.7,2.6,91.3,79.0
Autumn,10,2,62241,37558,19.2,24.2,15.6,0.0,2.3,4.9,61.9,34.0
Autumn,10,3,62241,40272,16.4,19.2,14.1,0.1,1.8,4.5,61.3,40.0
Autumn,10,4,62241,44466,16.6,21.7,13.6,0.0,1.7,4.0,57.5,27.0
Autumn,10,5,62241,44433,16.5,22.3,11.0,0.0,1.4,2.8,59.6,24.0
Autumn,10,6,62241,44901,17.6,24.9,10.5,0.0,1.3,2.5,56.0,25.0
Autumn,10,7,62241,44575,14.4,17.1,13.1,19.5,1.1,2.6,85.4,60.0
Autumn,10,8,62241,41828,16.1,20.6,13.8,0.0,1.6,3.6,71.5,45.0
Autumn,10,9,62241,39262,16.2,21.8,11.8,0.0,1.3,2.7,71.8,43.0
Autumn,10,10,62241,44716,17.4,23.1,12.6,0.0,1.5,2.9,62.9,30.0
Autumn,10,11,62241,45034,17.4,23.2,12.5,0.0,1.3,3.0,64.4,37.0
Autumn,10,12,62241,44183,17.5,23.2,12.6,0.0,1.4,3.7,64.9,34.0
Autumn,10,13,62241,45395,17.4,21.7,14.6,0.0,2.5,4.4,69.3,50.0
Autumn,10,14,62241,44539,15.0,17.8,12.3,2.0,2.7,5.4,49.0,17.0
Autumn,10,15,62241,41114,14.6,19.0,10.3,0.0,2.3,5.3,54.4,33.0
Autumn,10,16,62241,39174,14.3,20.2,9.1,0.0,1.6,4.0,56.1,29.0
Autumn,10,17,62241,44638,15.7,21.7,9.3,0.0,1.8,4.0,67.6,39.0
Autumn,10,18,62241,45096,15.4,20.0,12.6,0.0,1.6,3.7,70.4,49.0
Autumn,10,19,62241,44963,15.7,21.2,11.1,0.0,1.2,3.2,65.5,43.0
Autumn,10,20,62241,45534,15.8,21.7,11.1,0.0,1.6,3.1,60.3,27.0
Autumn,10,21,62241,45289,12.4,14.8,9.1,13.5,2.2,5.0,77.4,60.0
Autumn,10,22,62241,43191,8.0,12.3,5.1,0.0,2.7,4.5,48.6,21.0
Autumn,10,23,62241,40636,9.5,15.5,3.0,0.0,1.6,4.0,53.5,21.0
Autumn,10,25,62241,45859,14.1,19.5,10.1,0.0,1.2,2.9,66.5,29.0
Autumn,10,26,62241,45782,14.9,19.8,11.6,0.0,1.6,3.5,67.9,46.0
Autumn,10,27,62241,46267,14.6,20.0,10.1,0.0,1.2,2.3,74.6,40.0
Autumn,10,28,62241,45867,12.4,16.2,8.5,3.0,2.8,5.4,67.6,46.0
Autumn,10,29,62241,42952,9.2,12.5,7.1,0.0,2.5,4.8,57.4,36.0
Autumn,10,30,62241,41053,7.9,11.8,4.5,0.0,1.5,3.6,64.1,38.0
Autumn,10,31,62241,46111,9.7,15.3,3.9,0.0,1.6,4.4,59.4,27.0
Autumn,11,1,62241,46085,12.5,17.5,7.9,0.0,2.0,5.6,66.6,44.0
Autumn,11,2,62241,46096,14.3,17.3,11.1,0.0,2.1,5.5,65.5,38.0
Autumn,11,3,62241,45929,15.8,20.7,12.1,0.5,1.3,3.5,69.8,43.0
Autumn,11,4,62242,45801,16.4,21.8,12.6,0.0,1.2,2.2,73.0,47.0
Autumn,11,6,62241,40575,14.1,18.1,8.5,30.0,2.7,5.2,77.5,51.0
Autumn,11,7,62242,46169,10.7,15.3,6.0,1.0,2.6,8.4,46.3,15.0
Autumn,11,8,62241,46854,8.8,12.1,4.8,0.0,2.8,5.4,49.6,20.0
Autumn,11,9,62241,46537,10.6,15.3,5.4,0.0,1.9,4.8,54.1,30.0
Autumn,11,10,62241,46363,13.9,17.7,9.8,0.0,3.1,8.1,74.1,52.0
Autumn,11,11,62241,46163,12.8,17.2,8.6,0.0,2.1,3.8,39.6,15.0
Autumn,11,12,62241,44006,9.1,13.8,4.6,0.0,1.8,3.4,34.8,10.0
Autumn,11,13,62241,41776,8.9,12.1,5.6,0.0,1.7,4.8,45.8,33.0
Autumn,11,14,62241,47732,5.7,10.0,3.2,0.0,2.8,4.8,35.4,13.0
Autumn,11,15,62242,48663,3.3,6.9,1.1,0.0,2.5,4.7,36.5,22.0
Autumn,11,16,62241,48741,3.1,7.9,-1.1,0.0,1.9,4.4,38.3,19.0
Autumn,11,17,62241,49336,3.5,8.1,-0.8,0.0,2.0,4.1,38.6,23.0
Autumn,11,18,62241,49125,3.6,7.5,0.4,0.0,2.5,4.6,38.4,23.0
Autumn,11,19,62241,46249,2.9,7.3,-0.5,0.0,2.0,4.8,37.0,22.0
Autumn,11,20,62241,43995,3.5,8.3,-1.0,0.0,1.6,4.4,48.1,21.0
Autumn,11,21,62241,49171,5.7,10.0,2.2,0.3,2.5,5.0,61.5,31.0
Autumn,11,22,62241,49982,5.1,9.3,0.8,0.0,1.9,5.1,45.8,25.0
Autumn,11,23,62241,48987,8.5,13.3,3.5,0.2,2.6,7.4,60.9,35.0
Autumn,11,24,62241,49231,8.4,12.6,5.4,0.0,1.8,4.0,53.8,17.0
Autumn,11,25,62241,48663,8.4,13.1,3.9,0.0,2.1,5.9,64.3,35.0
Autumn,11,26,62241,45568,8.2,12.5,4.1,0.0,1.9,4.4,72.1,51.0
Autumn,11,27,62241,43518,8.4,12.1,6.0,3.5,2.1,4.9,77.0,41.0
Autumn,11,28,62241,48733,7.2,12.1,4.0,9.0,3.1,8.4,71.4,56.0
Autumn,11,29,62241,49402,3.2,7.5,-0.2,0.0,2.7,6.5,57.5,27.0
Autumn,11,30,62241,49589,3.6,8.8,-0.8,0.0,1.5,3.3,50.9,21.0
Winter,12,1,62241,49095,5.9,11.1,2.5,0.3,2.4,5.9,61.3,46.0
Winter,12,2,62241,49817,1.0,4.0,-2.0,0.0,2.8,5.1,45.8,22.0
Winter,12,3,62241,47277,-0.7,2.7,-3.2,5.0,2.1,3.7,49.6,18.0
Winter,12,4,62241,45864,-5.1,-1.7,-7.5,1.8,3.6,7.2,59.9,39.0
Winter,12,5,62241,52511,-5.2,-1.8,-8.8,0.0,1.8,3.9,52.3,38.0
Winter,12,6,62241,52236,-2.5,0.1,-5.5,0.0,1.6,4.0,64.8,50.0
Winter,12,7,62241,51809,-1.8,2.0,-4.9,0.0,2.1,5.3,62.9,40.0
Winter,12,8,62241,52468,-2.3,0.8,-4.6,0.0,2.2,5.5,53.3,35.0
Winter,12,9,62241,51768,-1.4,1.7,-4.9,0.0,1.7,3.5,51.6,34.0
Winter,12,10,62241,49138,-2.9,0.4,-7.5,0.0,2.9,5.7,40.4,20.0
Winter,12,11,62241,47081,-6.3,-2.7,-9.1,0.0,2.6,4.8,42.3,27.0
Winter,12,12,62241,53970,-8.0,-5.5,-10.1,0.0,3.6,7.5,43.0,27.0
Winter,12,13,62241,53789,-8.6,-5.0,-11.6,0.0,3.1,5.7,42.9,29.0
Winter,12,14,62241,53330,-5.8,-2.0,-11.5,0.0,2.4,4.5,46.5,30.0
Winter,12,15,62241,53352,-4.5,-0.4,-8.8,0.0,2.2,4.7,54.4,32.0
Winter,12,16,62241,52799,-3.3,0.4,-6.5,0.0,2.1,5.5,49.8,25.0
Winter,12,17,62241,51395,-9.7,-5.8,-13.3,0.0,4.3,7.6,30.3,26.0
Winter,12,18,62241,49567,-9.2,-3.7,-14.0,0.8,1.8,4.4,62.3,28.0
Winter,12,19,62241,54451,-5.0,0.3,-9.8,0.0,1.5,3.1,58.4,28.0
Winter,12,20,62241,53700,-2.8,1.3,-7.5,0.0,1.8,3.1,50.3,21.0
Winter,12,21,62259,54154,-6.2,-1.7,-9.6,1.1,3.6,7.5,57.8,33.0
Winter,12,22,62259,53591,-6.6,-3.2,-11.1,0.4,2.7,5.4,55.5,32.0
Winter,12,23,62259,52786,-3.2,0.2,-5.3,0.1,2.5,5.0,68.4,41.0
Winter,12,24,62259,50737,-4.2,-0.5,-8.6,0.0,2.1,4.5,38.6,20.0
Winter,12,25,62259,47881,-1.7,2.0,-6.9,0.5,3.7,7.3,51.4,19.0
Winter,12,26,62259,53935,-7.5,-4.0,-10.1,0.0,2.9,4.7,42.6,28.0
Winter,12,27,62259,53809,-6.9,-3.2,-10.1,0.0,2.5,4.5,41.4,25.0
Winter,12,28,62259,53366,-5.0,-0.4,-9.1,0.0,1.7,3.6,38.8,20.0
Winter,12,29,62259,52570,-2.9,1.2,-6.8,0.0,1.5,3.9,48.6,29.0
Winter,12,30,62259,50941,0.1,4.3,-2.0,0.3,1.8,4.4,65.0,44.0
Winter,12,31,62259,48339,1.4,5.5,-2.0,0.0,2.5,5.6,61.9,42.0
Winter,1,1,62259,44836,1.4,1.8,0.6,0.0,1.6,3.7,80.1,66.0
Winter,1,2,62259,50203,0.2,3.9,-2.4,0.0,2.8,5.2,71.5,51.0
Winter,1,3,62260,52460,-2.4,1.2,-4.5,0.0,2.9,5.5,37.5,21.0
Winter,1,4,62260,53740,-6.2,-4.4,-8.3,0.0,2.8,4.9,42.6,33.0
Winter,1,5,62260,54212,-7.1,-2.5,-10.0,0.0,2.5,4.7,39.6,24.0
Winter,1,6,62260,54020,-7.5,-3.9,-10.1,0.0,2.8,5.5,44.1,23.0
Winter,1,7,62260,51620,-6.2,-1.8,-9.6,0.0,2.3,4.3,38.6,25.0
Winter,1,8,62260,49286,-4.2,0.4,-8.5,0.0,1.4,3.8,44.5,24.0
Winter,1,9,62260,53788,-1.6,3.0,-7.0,0.3,1.7,3.9,57.5,25.0
Winter,1,10,62260,52715,-0.3,2.4,-2.2,0.0,2.0,4.7,72.5,45.0
Winter,1,11,62260,52545,-1.2,3.5,-5.3,0.0,1.5,3.4,45.8,18.0
Winter,1,12,62260,52493,1.4,4.5,-2.4,6.5,3.2,5.8,48.9,22.0
Winter,1,13,62260,51549,4.1,6.0,1.8,26.5,2.5,5.8,93.3,91.0
Winter,1,14,62260,48242,4.4,9.3,1.7,0.0,1.6,4.1,72.3,48.0
Winter,1,15,62260,46009,3.7,7.5,0.8,0.0,2.0,3.8,70.1,56.0
Winter,1,16,62260,51947,1.8,3.9,-0.2,0.0,1.5,3.8,68.1,49.0
Winter,1,17,62260,51457,1.3,4.8,-1.2,0.0,1.7,3.9,50.5,30.0
Winter,1,18,62260,51500,1.3,5.5,-1.7,0.0,1.7,4.1,54.9,34.0
Winter,1,19,62260,51473,2.4,6.9,-1.6,0.0,2.2,4.4,55.9,37.0
Winter,1,20,62260,51127,2.6,6.5,0.2,0.0,2.1,3.6,55.5,41.0
Winter,1,21,62260,49124,0.9,5.1,-2.2,0.0,2.0,4.5,49.0,29.0
Winter,1,22,62260,47348,-3.1,-0.6,-6.0,0.0,3.4,6.1,39.0,23.0
Winter,1,23,62260,52671,-4.7,-0.4,-8.0,0.0,2.6,5.1,45.4,25.0
Winter,1,24,62260,52999,-3.1,1.7,-7.6,0.0,1.9,4.0,42.5,23.0
Winter,1,25,62260,52593,-0.7,3.2,-4.5,0.0,1.7,3.3,47.4,30.0
Winter,1,26,62260,51551,0.2,3.9,-2.5,0.0,2.1,4.4,62.3,40.0
Winter,1,27,62260,49129,1.4,5.5,-1.1,0.0,2.6,5.0,61.8,28.0
Winter,1,28,62260,44859,1.3,6.0,-3.0,0.0,1.6,3.6,53.9,38.0
Winter,1,29,62260,39237,4.5,8.1,-0.4,0.0,1.8,3.2,58.1,35.0
Winter,1,30,62260,40115,5.0,8.1,2.9,0.0,1.7,3.8,65.3,46.0
Winter,1,31,62260,44351,3.8,6.3,1.1,1.0,1.9,3.6,80.9,63.0
Winter,2,1,62260,50046,1.7,5.4,-2.5,0.0,2.9,5.8,59.5,31.0
Winter,2,2,62260,51455,-2.9,1.0,-8.6,0.0,3.5,6.5,45.5,18.0
Winter,2,3,62260,53262,-11.7,-8.6,-14.1,0.0,3.6,5.5,38.9,23.0
Winter,2,4,62260,51099,-9.3,-4.6,-13.1,0.0,2.9,5.7,37.9,25.0
Winter,2,5,62260,48937,-5.3,-1.6,-10.3,0.0,1.7,4.3,35.6,20.0
Winter,2,6,62260,52703,0.2,4.9,-3.9,0.0,1.9,3.8,28.9,17.0
Winter,2,7,62260,52567,-0.9,1.2,-4.8,8.4,3.1,5.9,80.5,34.0
Winter,2,8,62260,53397,-7.2,-3.9,-9.3,0.0,4.0,5.9,53.3,35.0
Winter,2,9,62260,53139,-4.5,-1.2,-10.3,0.9,2.6,5.4,65.6,40.0
Winter,2,10,62260,52370,1.4,4.0,-1.7,0.0,3.1,6.5,65.0,42.0
Winter,2,11,62260,49660,1.2,5.1,-2.7,0.0,2.6,5.7,54.0,23.0
Winter,2,12,62260,47074,-1.8,2.5,-5.9,0.0,2.3,4.9,42.9,24.0
Winter,2,13,62753,51141,4.5,10.6,-2.0,0.1,2.2,5.8,48.4,22.0
Winter,2,14,62753,50606,5.5,7.5,4.4,5.5,2.3,4.5,92.9,54.0
Winter,2,15,62753,50727,4.6,6.5,2.9,0.0,1.7,3.2,77.5,62.0
Winter,2,16,62753,51768,1.7,6.9,-5.1,0.0,3.1,8.1,51.3,21.0
Winter,2,17,62753,52206,-4.5,-1.3,-8.1,0.0,3.5,5.8,37.1,19.0
Winter,2,18,62753,50148,0.2,5.3,-5.3,0.0,2.3,6.3,54.9,28.0
Winter,2,19,62753,46695,3.3,8.0,-1.0,0.0,1.7,4.3,61.4,36.0
Winter,2,20,62753,50471,3.8,9.1,-0.1,0.0,1.5,4.6,66.3,34.0
Winter,2,21,62753,50252,4.4,8.6,-0.5,0.0,1.9,4.2,65.3,43.0
Winter,2,22,62753,51047,3.0,7.3,-1.5,0.5,3.0,5.2,57.1,24.0
Winter,2,23,62753,50854,1.1,6.1,-3.4,0.0,2.4,4.8,40.6,12.0
Winter,2,24,63003,50030,4.6,11.5,-1.7,0.0,1.6,3.1,33.1,12.0
Winter,2,25,63003,46810,7.0,10.8,2.7,0.0,2.0,3.2,33.0,23.0
Winter,2,26,63003,45237,0.5,7.5,-3.5,0.2,3.8,6.1,52.3,30.0
Winter,2,27,63003,50942,-0.5,4.4,-4.6,0.0,2.6,4.6,32.4,19.0
Winter,2,28,63003,50352,2.8,4.8,0.5,0.1,1.7,3.1,63.3,31.0
Spring,3,1,63003,48158,0.0,2.5,-2.4,3.8,3.3,5.7,71.8,50.0
Spring,3,2,63003,51460,-0.9,2.0,-2.9,1.0,3.4,6.2,58.3,34.0
Spring,3,3,63003,51123,0.5,5.1,-3.2,0.0,2.5,5.0,50.3,23.0
Spring,3,4,63003,47550,3.6,10.0,-2.2,3.0,2.7,10.9,56.5,20.0
